CNPJ,FIRM_NAME,CVM_FIRM_TYPE,CVM_CODE,CVM_STATUS
10.777.480/0001-55,CIA PRODUTOS CONFIANÇA,CIAS INCENTIVADAS REGISTRADAS,517704,Cancelado em 14/02/2012
33.000.035/0001-80,CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU,CIAS ABERTAS,003875,Cancelado em 04/01/2010
04.200.649/0001-07,CIA PROVINCIA DE SECURITIZAÇÃO,CIAS ABERTAS,019429,Cancelado em 17/03/2023
15.111.198/0001-58,CIA QUIM DO RECONCAVO,CIAS INCENTIVADAS REGISTRADAS,506427,Cancelado em 11/08/2000
13.837.489/0001-00,CIA QUIMICA METACRIL,CIAS ABERTAS,003883,Cancelado em 26/11/1992
13.018.957/0001-07,CIA RIO DAS PEDRAS,CIAS INCENTIVADAS REGISTRADAS,505242,Cancelado em 14/02/2012
92.691.120/0001-09,CIA RIOGRANDENSE DE ADUBOS,CIAS ABERTAS,003905,Cancelado em 19/12/1990
92.802.784/0001-90,CIA RIOGRANDENSE DE SANEAMENTO,CIAS ABERTAS,016748,Concedido em 19/12/1997
92.794.486/0001-03,CIA RIOGRANDENSE TELECOMUNICAÇÕES,CIAS ABERTAS,003913,Cancelado em 28/12/2000
33.035.759/0001-69,CIA SALINAS PERYNAS,CIAS ABERTAS,003930,Cancelado em 16/07/1986
43.776.517/0001-80,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,CIAS ABERTAS,014443,Concedido em 27/06/1994
61.360.434/0001-97,CIA SANTISTA DE PAPEL,CIAS ABERTAS,003948,Cancelado em 22/03/2001
12.556.957/0001-06,CIA SAO FRANCISCO DO SALGADOR,CIAS INCENTIVADAS REGISTRADAS,504998,Cancelado em 28/09/2008
35.522.178/0001-87,CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II,CIAS ABERTAS,026107,Concedido em 29/07/2021
15.144.017/0001-90,CIA SEGUROS ALIANCA DA BAHIA,CIAS ABERTAS,003115,Concedido em 20/07/1977
60.405.925/0001-44,CIA SEGUROS AMER SUL YASUDA,CIAS ABERTAS,003123,Cancelado em 06/03/1992
15.104.490/0001-43,CIA SEGUROS BAHIA,CIAS ABERTAS,003131,Cancelado em 02/07/1997
17.197.385/0001-21,CIA SEGUROS MINAS BRASIL,CIAS ABERTAS,003140,Cancelado em 14/10/2009
33.432.139/0001-63,CIA SEGUROS RIO BRANCO,CIAS ABERTAS,012475,Cancelado em 16/01/1990
33.158.031/0001-24,CIA SERVICOS ENGA SERVIENGE,CIAS ABERTAS,003956,Cancelado em 08/01/1998
12.287.314/0001-04,CIA SID ALAGOAS COMESA,CIAS ABERTAS,003999,Cancelado em 18/03/1994
10.806.057/0001-36,CIA SID NORDESTE,CIAS ABERTAS,004014,Cancelado em 21/03/1995
20.141.321/0001-13,CIA SID PAINS,CIAS ABERTAS,004049,Cancelado em 30/06/1997
04.561.023/0001-26,CIA SIDERURGICA AMAZONIA,CIAS ABERTAS,003972,Cancelado em 22/09/1999
07.919.053/0001-50,CIA SIDERURGICA DO PARA - COSIPAR,CIAS INCENTIVADAS REGISTRADAS,510238,Cancelado em 14/02/2012
61.045.381/0001-10,CIA SIDERURGICA MOGI CRUZES(sucedida pela UNIÂO FEDERAL -CNPJ:37115383000153,CIAS ABERTAS,004006,Cancelado em 22/03/2005
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,CIAS ABERTAS,004030,Concedido em 26/02/1943
22.016.026/0001-60,CIA SIDERURGICA VALE PINDARE,CIAS INCENTIVADAS REGISTRADAS,515906,Cancelado em 15/08/2005
12.926.101/0001-77,CIA STO ANTONIO DO GUAJU,CIAS INCENTIVADAS REGISTRADAS,508403,Cancelado em 14/02/2012
09.256.116/0001-60,CIA SULAMERICANA DE BRINQUEDOS,CIAS INCENTIVADAS REGISTRADAS,503576,Cancelado em 24/10/2012
33.000.076/0001-76,CIA T JANER COM IND,CIAS ABERTAS,004073,Cancelado em 09/04/1991
22.677.520/0001-76,CIA TECIDOS NORTE DE MINAS - COTEMINAS,CIAS ABERTAS,003158,Concedido em 11/02/1971
21.255.567/0001-89,CIA TECIDOS SANTANENSE,CIAS ABERTAS,004081,Concedido em 20/12/1984
60.830.833/0001-01,CIA TECNICA DE ENGENHARIA ELETRIC A,CIAS ABERTAS,018422,Cancelado em 15/01/2008
57.486.177/0001-67,CIA TELEF BORDA DO CAMPO,CIAS ABERTAS,004103,Cancelado em 30/11/1999
92.195.189/0001-33,CIA TELEF MELHOR RESIST,CIAS ABERTAS,004090,Cancelado em 28/02/2000
33.460.809/0001-55,CIA TELEFONES DO RJ CETEL,CIAS ABERTAS,003166,Cancelado em 02/01/1990
01.447.243/0001-35,CIA TERRAS BONSUCESSO,CIAS ABERTAS,015830,Cancelado em 13/05/1999
05.389.812/0001-94,CIA TEXTIL CASTANHAL,CIAS ABERTAS,004120,Cancelado em 08/03/1999
09.570.649/0001-12,CIA TEXTIL PE DA SERRA,CIAS INCENTIVADAS REGISTRADAS,511013,Cancelado em 24/10/2012
21.842.729/0001-85,CIA TEXTIL PIRAPORA,CIAS INCENTIVADAS REGISTRADAS,502197,Cancelado em 04/06/2003
01.540.533/0001-29,CIA THERMAS RIO QUENTE,CIAS ABERTAS,004154,Cancelado em 14/07/2004
13.432.810/0001-69,CIA TRANSAMERICA DE H NORDESTE,CIAS INCENTIVADAS REGISTRADAS,504696,Cancelado em 28/12/1989
04.382.818/0001-77,CIA TROPICAL DE HOT DA AM,CIAS INCENTIVADAS REGISTRADAS,510254,Cancelado em 14/02/2012
15.147.499/0001-31,CIA TROPICAL DE HOTEIS SA,CIAS INCENTIVADAS REGISTRADAS,510505,Cancelado em 24/10/2012
08.664.088/0001-58,CIA TROPICAL HOTEL TAMBAU,CIAS INCENTIVADAS REGISTRADAS,511579,Cancelado em 15/07/1991
92.682.038/0001-00,CIA UNIAO SEGUROS GERAIS,CIAS ABERTAS,004162,Cancelado em 09/11/1998
08.520.512/0001-90,CIA VALE DA CAICARA,CIAS INCENTIVADAS REGISTRADAS,501450,Cancelado em 14/02/2012
05.498.027/0001-70,CIA VALE DO BURITI,CIAS INCENTIVADAS REGISTRADAS,501565,Cancelado em 14/02/2012
06.132.807/0001-64,CIA VALE DO ITAPECURU-CONVALE,CIAS INCENTIVADAS REGISTRADAS,517747,Cancelado em 06/12/1999
14.082.754/0001-42,CIA VALE DO MOJUZINHO,CIAS INCENTIVADAS REGISTRADAS,507253,Cancelado em 14/02/2012
24.146.482/0001-50,CIA VALE DO PRATUDINHO,CIAS INCENTIVADAS REGISTRADAS,510041,Cancelado em 28/09/2008
06.767.693/0001-29,CIA VALE DO RIO DOURADO,CIAS INCENTIVADAS REGISTRADAS,503398,Cancelado em 24/03/1998
10.468.296/0001-23,CIA VALE DO RIO GRANDE,CIAS INCENTIVADAS REGISTRADAS,505609,Cancelado em 14/02/2012
10.468.296/0001-23,CIA VALE DO RIO GRANDE,CIAS INCENTIVADAS REGISTRADAS,520160,Cancelado em 15/10/2015
13.354.980/0001-72,CIA VERAS DE HOTEIS E TURISMO,CIAS INCENTIVADAS REGISTRADAS,519677,Cancelado em 06/11/2013
08.805.517/0001-60,CIA VEREDAS DO RIO PRETO,CIAS INCENTIVADAS REGISTRADAS,504378,Cancelado em 28/09/2008
92.690.643/0001-22,CIA VINICOLA RIO GRANDENSE,CIAS ABERTAS,004197,Cancelado em 29/11/1993
84.684.950/0001-72,CIA WETZEL INDL,CIAS ABERTAS,004200,Cancelado em 09/08/2005
33.069.766/0001-81,CIA. BRAS PETRÓLEO IPIRANGA,CIAS ABERTAS,002860,Cancelado em 17/07/2008
10.919.934/0001-85,CIA. DE CIMENTOS DO BRASIL,CIAS ABERTAS,002984,Cancelado em 07/04/2004
76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,CIAS ABERTAS,018627,Concedido em 10/03/2000
33.938.119/0001-69,CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO,CIAS ABERTAS,016616,Concedido em 17/11/1997
76.255.926/0001-90,CIA. IGUAÇU DE CAFÉ SOLÚVEL,CIAS ABERTAS,003336,Cancelado em 09/10/2014
36.729.398/0001-49,CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II,CIAS ABERTAS,026018,Cancelado em 30/06/2022
40.885.785/0001-41,CIA. SECURITIZADORA DE CRED. FIN. VERT-UME,CIAS ABERTAS,026310,Cancelado em 30/06/2022
30.545.324/0001-76,CIA. SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARGAPAY,CIAS ABERTAS,025216,Cancelado em 30/06/2022
03.143.955/0001-96,CIAGRA CIA AGROPAST ARUANÃ,CIAS INCENTIVADAS REGISTRADAS,511170,Cancelado em 31/05/2005
04.651.154/0001-02,CIAGRO CIA INDL DE RORAIMA,CIAS INCENTIVADAS REGISTRADAS,512125,Cancelado em 14/02/2012
09.114.851/0001-30,CIANE CIA DE PROD QUIM DO NE,CIAS INCENTIVADAS REGISTRADAS,515949,Cancelado em 31/12/2002
04.933.446/0001-20,CIAPESC-CIA AMAZONICA DE PESCA,CIAS INCENTIVADAS REGISTRADAS,501107,Cancelado em 28/09/2008
12.298.949/0001-07,CIASA-CAJU INDL ALAGOAS S.A.,CIAS INCENTIVADAS REGISTRADAS,518719,Cancelado em 27/03/2008
39.320.304/0001-71,CIBASA CITRUS BARRA SECA S. A.,CIAS INCENTIVADAS REGISTRADAS,515400,Cancelado em 07/03/2008
07.790.264/0001-35,CIC SA,CIAS INCENTIVADAS REGISTRADAS,503568,Cancelado em 14/02/2012
50.930.098/0001-54,CICA SA,CIAS ABERTAS,003417,Cancelado em 27/01/1994
91.623.892/0001-32,CICADE CURTUME SA,CIAS ABERTAS,013234,Cancelado em 09/01/2007
10.790.616/0001-67,CICANORTE IND DE CONS ALIM SA,CIAS ABERTAS,007021,Cancelado em 22/05/2006
10.319.900/0001-50,CICLUS AMBIENTAL DO BRASIL S.A.,CIAS ABERTAS,026921,Concedido em 25/08/2022
04.203.402/0001-44,CICRIA CIA CRIADORA AM,CIAS INCENTIVADAS REGISTRADAS,506494,Cancelado em 14/02/2012
10.343.705/0001-65,CID - CIA INDUSTRIAL DE DOCES,CIAS INCENTIVADAS REGISTRADAS,508942,Cancelado em 28/09/2008
30.677.637/0001-88,CIDADE HOTEL E TURISMO LTDA,CIAS INCENTIVADAS REGISTRADAS,517208,Cancelado em 13/10/2004
01.102.817/0001-33,CIDADELA TRUST RECEBIVEIS SA,CIAS ABERTAS,015571,Cancelado em 18/03/2008
01.027.058/0001-91,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,CIAS ABERTAS,021733,Concedido em 25/06/2009
12.134.896/0001-80,CIFITEX-CIA INDL FIOS TEXTEIS,CIAS INCENTIVADAS REGISTRADAS,506818,Cancelado em 14/02/2012
07.368.277/0001-10,CIGLA - CIA. INDUSTRIAL GALLETTI DE LAMINADOS,CIAS INCENTIVADAS REGISTRADAS,502219,Cancelado em 25/03/2011
06.882.260/0001-14,CIGRA CIA VALE GRAJAU PAST IND,CIAS INCENTIVADAS REGISTRADAS,504890,Cancelado em 24/08/2000
15.115.520/0001-17,CIMBA SA INDUSTRIA E COMERCIO,CIAS ABERTAS,004235,Cancelado em 09/08/2005
27.190.966/0001-95,CIMEF METALURGIA SA,CIAS INCENTIVADAS REGISTRADAS,516465,Cancelado em 07/01/2010
15.847.775/0001-74,CIMENTO ARATU SA,CIAS ABERTAS,004243,Cancelado em 08/12/1995
17.283.599/0001-10,CIMENTO CAUE SA,CIAS ABERTAS,004251,Cancelado em 26/09/1994
03.372.786/0001-66,CIMENTO ITAU DE CORUMBA SA,CIAS ABERTAS,004260,Cancelado em 11/03/1988
33.815.580/0001-24,CIMENTO MAUA SA,CIAS ABERTAS,013609,Cancelado em 23/12/1997
03.478.054/0001-55,CIMENTO PORTLAND M GROSSO SA,CIAS ABERTAS,004278,Cancelado em 14/06/1995
08.567.539/0001-39,CIMENTO POTY DA PB SA,CIAS INCENTIVADAS REGISTRADAS,501735,Cancelado em 30/06/2006
49.870.397/0001-61,CIMENTO SANTA RITA SA,CIAS ABERTAS,004286,Cancelado em 24/07/1990
00.065.557/0001-00,CIMENTO TOCANTINS SA,CIAS ABERTAS,004294,Cancelado em 23/04/1993
33.039.223/0001-11,CIMENTO TUPI SA,CIAS ABERTAS,004308,Cancelado em 28/11/1990
33.039.223/0001-11,CIMENTO TUPI SA,CIAS ABERTAS,022829,Cancelado em 22/08/2017
17.379.827/0001-50,CIMETAL SIDERURGIA SA - EM LIQUIDAÇÃO,CIAS ABERTAS,004324,Cancelado em 12/04/2005
60.869.336/0001-17,CIMINAS  CIMENTO NAC MINAS SA,CIAS ABERTAS,011908,Cancelado em 18/11/1992
34.177.279/0001-03,CIMOB PARTICIPAÇÕES SA,CIAS ABERTAS,006513,Cancelado em 09/07/2012
00.272.185/0001-93,CIMS SA,CIAS ABERTAS,014818,Concedido em 14/03/1995
11.027.133/0001-78,CINAP COM IND NOR ART PAPEL SA,CIAS INCENTIVADAS REGISTRADAS,509345,Cancelado em 14/02/2012
14.126.270/0001-58,CINDERELA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,508675,Cancelado em 17/07/2004
07.437.016/0001-05,CINESYSTEM S.A.,CIAS ABERTAS,023965,Cancelado em 05/09/2023
07.126.899/0001-32,CIPA CIA INDL PRODS ALIM,CIAS ABERTAS,004332,Cancelado em 19/07/1991
04.704.557/0001-64,CIPAC - CIA PARA DE ART DE CON,CIAS INCENTIVADAS REGISTRADAS,515329,Cancelado em 14/02/2012
82.166.711/0001-03,CIPLA SA,CIAS ABERTAS,013900,Cancelado em 04/01/2010
08.665.978/0001-84,CIPO AGROPECUARIA SA CAPESA,CIAS INCENTIVADAS REGISTRADAS,512443,Cancelado em 14/02/2012
22.975.205/0001-25,CIPRASA - CIPRANDI MADEIRA SA,CIAS INCENTIVADAS REGISTRADAS,516295,Cancelado em 14/02/2012
22.975.205/0001-25,CIPRASA - CIPRANDI MADEIRA SA,CIAS INCENTIVADAS REGISTRADAS,521086,Cancelado em 29/11/2021
15.106.693/0001-79,CIQUINE CIA INDS QUIMS DO NE,CIAS ABERTAS,004340,Cancelado em 20/06/1990
84.043.009/0001-70,CIRCULO S/A,CIAS ABERTAS,007056,Cancelado em 26/05/2004
08.219.396/0001-74,CIRNE CIA INDL DO RN,CIAS INCENTIVADAS REGISTRADAS,509760,Cancelado em 14/02/2012
03.788.718/0001-82,CISA CIA DE SERVICOS AGRICOLAS,CIAS INCENTIVADAS REGISTRADAS,512249,Cancelado em 30/06/1995
12.983.995/0001-37,CISA CONFECCS INDS SA,CIAS INCENTIVADAS REGISTRADAS,505870,Cancelado em 14/02/2012
06.063.390/0001-25,CIT - CIA INDL TECNICA,CIAS INCENTIVADAS REGISTRADAS,511242,Cancelado em 14/02/2012
04.871.372/0001-44,CITAG CIA TOCANTINS AGROINDL,CIAS INCENTIVADAS REGISTRADAS,508225,Cancelado em 14/02/2012
31.918.584/0001-02,CITI CP MERCANTIL SA,CIAS ABERTAS,016721,Cancelado em 29/10/2002
34.112.128/0001-69,CITIBANK LEASING S.A. - ARREND.MERCANTIL,CIAS ABERTAS,004383,Cancelado em 19/05/2004
34.112.128/0001-69,CITIBANK LEASING S.A. - ARREND.MERCANTIL,CIAS ABERTAS,021270,Cancelado em 30/03/2010
60.867.843/0001-11,CITROBRASIL SA,CIAS ABERTAS,004391,Cancelado em 23/02/1988
68.400.225/0001-79,CLARANET TECHNOLOGY S.A.,CIAS ABERTAS,026549,Concedido em 22/12/2021
24.956.666/0001-86,CLARION S/A AGROINDUSTRIAL,CIAS ABERTAS,018490,Cancelado em 18/12/2014
24.956.666/0001-86,CLARION S/A AGROINDUSTRIAL,CIAS INCENTIVADAS REGISTRADAS,513806,Cancelado em 26/11/1999
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,CIAS ABERTAS,023531,Concedido em 05/12/2014
03.802.115/0001-98,CLEAR SALE S.A,CIAS ABERTAS,026093,Concedido em 28/07/2021
43.514.079/0001-81,CLI SUL S.A.,CIAS ABERTAS,027243,Concedido em 19/07/2023
60.882.610/0001-98,CLIMAX INDUSTRIA E COMERCIO SA,CIAS ABERTAS,004413,Cancelado em 29/12/1992
03.016.682/0001-19,CLINICA MÉDICA VITA S.A,CIAS ABERTAS,018449,Cancelado em 20/10/2006
00.484.920/0001-22,CLUBEPAR SA,CIAS ABERTAS,014982,Cancelado em 31/10/2003
12.420.164/0001-57,CM HOSPITALAR S.A,CIAS ABERTAS,025682,Concedido em 14/04/2021
31.959.356/0001-80,CMA PARTICIPAÇÕES SA,CIAS ABERTAS,013323,Cancelado em 17/05/2005
29.116.951/0001-02,CMP CIA DE MINERACAO E PART,CIAS ABERTAS,012890,Cancelado em 04/08/1992
06.571.822/0001-09,CNV CIA NACIONAL DO VESTUARIO,CIAS ABERTAS,012882,Cancelado em 14/02/2007
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,CIAS ABERTAS,019089,Cancelado em 27/02/2012
09.276.445/0001-73,COASA - CORINGA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,513105,Cancelado em 14/02/2012
09.276.445/0001-73,COASA - CORINGA AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,520233,Cancelado em 01/02/2016
61.576.385/0001-24,COBRASFER SA,CIAS ABERTAS,004430,Cancelado em 20/12/2005
61.080.313/0001-91,COBRASMA SA,CIAS ABERTAS,004448,Concedido em 12/12/1979
32.372.085/0001-25,COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.,CIAS ABERTAS,024724,Cancelado em 30/06/2022
00.826.535/0001-16,CODUNAS SA,CIAS ABERTAS,015237,Cancelado em 01/09/2006
17.174.418/0001-18,COEMP COMERCIO E EMPREEND SA,CIAS ABERTAS,004464,Cancelado em 14/12/1993
61.104.717/0001-78,COEST CONSTRUTORA SA,CIAS ABERTAS,004472,Cancelado em 04/01/2010
57.500.001/0001-12,COFAP CIA FABRICADORA PECAS,CIAS ABERTAS,004480,Cancelado em 19/04/2002
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,CIAS ABERTAS,017973,Concedido em 01/12/1998
30.958.516/0001-04,COIMEX AGRI SA,CIAS INCENTIVADAS REGISTRADAS,509310,Cancelado em 08/08/1997
31.769.763/0001-25,COIMEX ARMAZENS GERAIS SA,CIAS INCENTIVADAS REGISTRADAS,516201,Cancelado em 24/10/2012
61.460.762/0001-65,COINVEST CIA. DE INV. INTERLAGOS,CIAS ABERTAS,007552,Cancelado em 27/11/2003
08.331.753/0001-91,COIRG CIA INDUSTRIAL RIOGRANDENSE NORTE,CIAS ABERTAS,004499,Cancelado em 21/09/2004
24.345.399/0001-00,COLAT - COCANE LATICINIOS S/A,CIAS INCENTIVADAS REGISTRADAS,516031,Cancelado em 28/09/2008
61.189.601/0001-89,COLDEX FRIGOR SA,CIAS ABERTAS,012459,Cancelado em 01/11/2001
11.173.812/0001-55,COLLIER AGROPEC SA,CIAS INCENTIVADAS REGISTRADAS,505501,Cancelado em 14/02/2012
61.565.552/0001-31,COLMEIA SA IND.PAULISTA RAD.,CIAS ABERTAS,004502,Cancelado em 03/03/1994
40.802.829/0001-22,COLORADO COUROS SA,CIAS INCENTIVADAS REGISTRADAS,517038,Cancelado em 14/02/2012
40.802.829/0001-22,COLORADO COUROS SA,CIAS INCENTIVADAS REGISTRADAS,520829,Cancelado em 05/10/2018
47.309.463/0001-01,COLUMBIA PARTICIPACOES SA,CIAS ABERTAS,013510,Cancelado em 10/11/1992
05.549.936/0001-90,COM E IND DE MATERIAL CERAMICO,CIAS INCENTIVADAS REGISTRADAS,514101,Cancelado em 14/02/2012
06.610.786/0001-45,COMAG CIA DE ALIMENTOS GERAIS,CIAS INCENTIVADAS REGISTRADAS,519383,Cancelado em 08/10/2012
22.965.966/0001-04,COMASA COMPON DE MADEIRA SA,CIAS INCENTIVADAS REGISTRADAS,514071,Cancelado em 14/02/2012
06.013.544/0001-74,COMASA FLORESTAL E INDL SA,CIAS INCENTIVADAS REGISTRADAS,508462,Cancelado em 28/09/2008
34.667.527/0001-96,COMAVEL MOTOMECANIZACAO SA,CIAS INCENTIVADAS REGISTRADAS,513938,Cancelado em 14/02/2012
12.127.429/0001-23,COMBRAC CIA BRAS DE CONSTRUCAO,CIAS INCENTIVADAS REGISTRADAS,514039,Cancelado em 14/02/2012
25.369.840/0001-57,COMERC PARTICIPAÇÕES S.A.,CIAS ABERTAS,026280,Concedido em 08/10/2021
17.177.973/0001-01,COMERCIAL IMPORTADORA SA,CIAS ABERTAS,004375,Cancelado em 20/12/2005
00.994.533/0001-36,COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO,CIAS ABERTAS,015652,Cancelado em 06/12/2019
33.078.262/0001-28,COMERCIO E INDUSTRIA INDUCO SA,CIAS ABERTAS,004545,Cancelado em 20/12/2005
08.266.363/0001-85,COMETA AGROINDUSTRIAL S/A,CIAS INCENTIVADAS REGISTRADAS,504068,Cancelado em 07/04/2010
60.394.939/0001-00,COMIND BANCO INVESTIMENTO SA,CIAS ABERTAS,004570,Cancelado em 13/03/1992
47.184.932/0001-03,COMIND LEASING SA ARR MERC,CIAS ABERTAS,012173,Cancelado em 12/01/1993
61.364.022/0001-25,COMIND PARTICIPACOES SA,CIAS ABERTAS,001058,Cancelado em 21/03/2006
61.364.345/0001-19,COMIND SA,CIAS ABERTAS,004553,Cancelado em 21/01/1993
61.181.251/0001-04,COMIND SA SERV TEC PROC DADOS,CIAS ABERTAS,004561,Cancelado em 18/03/1992
62.297.502/0001-83,COMMANDER SA,CIAS ABERTAS,004634,Cancelado em 09/07/1991
04.896.759/0001-55,COMPANHIA  AMAZÔNIA TÊXTIL DE  ANIAGEM,CIAS ABERTAS,002720,Cancelado em 16/04/2001
62.791.116/0001-43,COMPANHIA  ELDORADO DE HOTEIS,CIAS ABERTAS,002763,Cancelado em 19/07/2007
60.730.348/0001-66,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,CIAS ABERTAS,003654,Concedido em 20/07/1977
27.251.974/0001-02,COMPANHIA  SIDERÚRGICA  DE  TUBARÃO,CIAS ABERTAS,014117,Cancelado em 06/03/2006
12.935.755/0001-67,COMPANHIA AGRICOLA BARRA DO BÉ,CIAS INCENTIVADAS REGISTRADAS,514357,Cancelado em 23/06/2009
08.264.228/0001-09,COMPANHIA AGRÍCOLA DO PIAUÍ,CIAS INCENTIVADAS REGISTRADAS,509477,Cancelado em 17/12/2012
05.410.469/0001-12,COMPANHIA AGRÍCOLA E PECUÁRIA UIRAPURU,CIAS INCENTIVADAS REGISTRADAS,504556,Cancelado em 14/02/2012
05.410.469/0001-12,COMPANHIA AGRÍCOLA E PECUÁRIA UIRAPURU,CIAS INCENTIVADAS REGISTRADAS,520454,Cancelado em 29/07/2016
05.000.609/0001-84,COMPANHIA AGRO INDUSTRIAL TAPAJÓS,CIAS INCENTIVADAS REGISTRADAS,509302,Cancelado em 18/02/2010
15.640.923/0001-85,COMPANHIA AGRO PECUARIA BARRO VERMELHO - EM LIQUIDAÇÃO,CIAS INCENTIVADAS REGISTRADAS,500330,Cancelado em 12/12/2019
04.567.012/0001-53,COMPANHIA AGROPASTORIL DO RIO TIRAXIMIM,CIAS INCENTIVADAS REGISTRADAS,519308,Concedido em 14/09/2012
08.982.878/0001-81,COMPANHIA AGROPECUARIA DO ARAME,CIAS INCENTIVADAS REGISTRADAS,502480,Concedido em 24/10/1989
84.323.187/0001-54,COMPANHIA AGROPECUÁRIA TUPÁ ECOLÓGICA,CIAS INCENTIVADAS REGISTRADAS,520934,Cancelado em 20/05/2019
06.633.671/0001-76,COMPANHIA ALVORADA EMPREENDIMENTOS AGRÍCOLAS,CIAS INCENTIVADAS REGISTRADAS,503207,Cancelado em 01/06/2017
12.078.880/0001-06,COMPANHIA AURIFERA BRASILEIRA SA,CIAS ABERTAS,022870,Cancelado em 27/08/2018
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMINIO,CIAS ABERTAS,025984,Concedido em 13/07/2021
60.522.000/0001-83,COMPANHIA BRASILEIRA DE BEBIDAS ( Atual demominação  social da Cia Antarctica Paulista IBBC),CIAS ABERTAS,002755,Cancelado em 18/01/2000
57.494.031/0001-63,COMPANHIA BRASILEIRA DE CARTUCHOS - CBC,CIAS ABERTAS,013315,Cancelado em 14/11/2007
47.508.411/0001-56,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,CIAS ABERTAS,014826,Concedido em 04/04/1995
22.983.283/0001-71,COMPANHIA CARIOCA DE SECURITIZAÇÃO,CIAS ABERTAS,023949,Cancelado em 10/11/2020
08.560.444/0001-93,COMPANHIA CELG DE PARTICIPAÇÕES - CELGPAR,CIAS ABERTAS,021393,Concedido em 14/03/2008
24.030.025/0001-04,COMPANHIA CIMENTO PORTLAND ITAU,CIAS ABERTAS,002933,Cancelado em 21/05/2004
07.040.108/0001-57,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE,CIAS ABERTAS,018546,Concedido em 19/01/2000
39.350.970/0001-52,COMPANHIA DE ARMAZENS CERRADO DO BRASIL,CIAS INCENTIVADAS REGISTRADAS,516040,Cancelado em 09/04/2015
02.808.708/0001-07,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,CIAS ABERTAS,018112,Cancelado em 12/12/2013
61.784.278/0001-91,COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL,CIAS ABERTAS,022993,Cancelado em 29/01/2016
47.189.014/0001-69,COMPANHIA DE EMBALAGENS METÁLICAS - MMSA,CIAS ABERTAS,014125,Cancelado em 20/02/2006
17.245.234/0001-00,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,CIAS ABERTAS,003077,Concedido em 11/08/1969
25.582.727/0001-55,COMPANHIA DE FIAÇÃO E TECIDOS SANTO ANTONIO,CIAS INCENTIVADAS REGISTRADAS,514217,Concedido em 28/08/1992
22.261.473/0001-85,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,CIAS ABERTAS,025178,Concedido em 06/10/2020
61.856.571/0001-17,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CIAS ABERTAS,015636,Concedido em 03/07/1996
01.028.049/0001-15,COMPANHIA DE INVESTIMENTOS PARTICIPAR,CIAS ABERTAS,015415,Cancelado em 20/08/2001
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMERICAS,CIAS ABERTAS,022691,Concedido em 30/12/2011
01.996.119/0001-29,COMPANHIA DE PARTICIPAÇÕES ALPHA,CIAS ABERTAS,016454,Cancelado em 27/11/2008
17.281.106/0001-03,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,CIAS ABERTAS,019445,Concedido em 17/09/2003
25.089.509/0001-83,COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS,CIAS ABERTAS,023809,Concedido em 21/12/2015
62.070.362/0001-06,COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ,CIAS ABERTAS,027065,Concedido em 06/01/2023
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,CIAS ABERTAS,014451,Concedido em 04/07/1994
28.925.264/0001-75,COMPANHIA ENERGÉTICA JAGUARA,CIAS ABERTAS,024422,Concedido em 27/04/2018
28.942.127/0001-49,COMPANHIA ENERGÉTICA MIRANDA,CIAS ABERTAS,024430,Concedido em 27/04/2018
19.527.586/0001-75,COMPANHIA ENERGÉTICA SINOP S.A.,CIAS ABERTAS,024155,Concedido em 22/06/2017
